a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22
439,4,100,global,perk_bulletflinch_kills,CHALLENGE_PERK_TOUGHNESS,5000,,,,,3,EM_BACK_CH_439,,1,FALSE,perks,,,,,,
440,0,25,global,perk_hacker_destroy,CHALLENGE_PERK_ENGINEER,500,,,,,3,,,1,FALSE,,,,,,,
441,1,50,global,perk_hacker_destroy,CHALLENGE_PERK_ENGINEER,1000,,,,,3,,,1,FALSE,,,,,,,
442,2,100,global,perk_hacker_destroy,CHALLENGE_PERK_ENGINEER,1500,,,,,3,,,1,FALSE,,,,,,,
443,3,150,global,perk_hacker_destroy,CHALLENGE_PERK_ENGINEER,2500,,,,,3,,,1,FALSE,,,,,,,
444,4,250,global,perk_hacker_destroy,CHALLENGE_PERK_ENGINEER,5000,,,,,3,EM_BACK_CH_444,,1,FALSE,perks,,,,,,
445,0,25,global,perk_quieter_kills,CHALLENGE_PERK_DEAD_SILENCE,500,,,,,3,,,1,FALSE,,,,,,,
446,1,100,global,perk_quieter_kills,CHALLENGE_PERK_DEAD_SILENCE,1000,,,,,3,,,1,FALSE,,,,,,,
447,2,150,global,perk_quieter_kills,CHALLENGE_PERK_DEAD_SILENCE,1500,,,,,3,,,1,FALSE,,,,,,,
448,3,250,global,perk_quieter_kills,CHALLENGE_PERK_DEAD_SILENCE,2500,,,,,3,,,1,FALSE,,,,,,,
449,4,500,global,perk_quieter_kills,CHALLENGE_PERK_DEAD_SILENCE,5000,,,,,3,EM_BACK_CH_449,,1,FALSE,perks,,,,,,
450,0,25,global,perk_longersprint,CHALLENGE_PERK_EXTREME_CONDITIONING,500,,,,,3,,,1,FALSE,,,,,,,
451,1,50,global,perk_longersprint,CHALLENGE_PERK_EXTREME_CONDITIONING,1000,,,,,3,,,1,FALSE,,,,,,,
452,2,100,global,perk_longersprint,CHALLENGE_PERK_EXTREME_CONDITIONING,1500,,,,,3,,,1,FALSE,,,,,,,
453,3,150,global,perk_longersprint,CHALLENGE_PERK_EXTREME_CONDITIONING,2500,,,,,3,,,1,FALSE,,,,,,,
454,4,200,global,perk_longersprint,CHALLENGE_PERK_EXTREME_CONDITIONING,5000,,,,,3,EM_BACK_CH_454,,1,FALSE,perks,,,,,,
455,0,10,global,perk_protection_stun_kills,CHALLENGE_PERK_TACTICAL_MASK,500,,,,,3,,,1,FALSE,,,,,,,
456,1,25,global,perk_protection_stun_kills,CHALLENGE_PERK_TACTICAL_MASK,1000,,,,,3,,,1,FALSE,,,,,,,
457,2,50,global,perk_protection_stun_kills,CHALLENGE_PERK_TACTICAL_MASK,1500,,,,,3,,,1,FALSE,,,,,,,
458,3,75,global,perk_protection_stun_kills,CHALLENGE_PERK_TACTICAL_MASK,2500,,,,,3,,,1,FALSE,,,,,,,
459,4,100,global,perk_protection_stun_kills,CHALLENGE_PERK_TACTICAL_MASK,5000,,,,,3,EM_BACK_CH_459,,1,FALSE,perks,,,,,,
460,0,10,global,perk_fastmantle_kills,CHALLENGE_PERK_DEXTERITY,500,,,,,3,,,1,FALSE,,,,,,,
461,1,25,global,perk_fastmantle_kills,CHALLENGE_PERK_DEXTERITY,1000,,,,,3,,,1,FALSE,,,,,,,
462,2,50,global,perk_fastmantle_kills,CHALLENGE_PERK_DEXTERITY,1500,,,,,3,,,1,FALSE,,,,,,,
463,3,75,global,perk_fastmantle_kills,CHALLENGE_PERK_DEXTERITY,2500,,,,,3,,,1,FALSE,,,,,,,
464,4,100,global,perk_fastmantle_kills,CHALLENGE_PERK_DEXTERITY,5000,,,,,3,EM_BACK_CH_464,,1,FALSE,perks,,,,,,
465,0,50,global,perk_loudenemies_kills,CHALLENGE_PERK_AWARENESS,500,,,,,3,,,1,FALSE,,,,,,,
466,1,100,global,perk_loudenemies_kills,CHALLENGE_PERK_AWARENESS,1000,,,,,3,,,1,FALSE,,,,,,,
467,2,150,global,perk_loudenemies_kills,CHALLENGE_PERK_AWARENESS,1500,,,,,3,,,1,FALSE,,,,,,,
468,3,250,global,perk_loudenemies_kills,CHALLENGE_PERK_AWARENESS,2500,,,,,3,,,1,FALSE,,,,,,,
469,4,500,global,perk_loudenemies_kills,CHALLENGE_PERK_AWARENESS,5000,,,,,3,EM_BACK_CH_469,,1,FALSE,perks,,,,,,
470,0,50,bonuscard,kills,CHALLENGE_WILDCARDS_PRIMARY_GUNFIGHTER,500,,,,,3,,bonuscard_primary_gunfighter,1,,,,,,,,
471,1,100,bonuscard,kills,CHALLENGE_WILDCARDS_PRIMARY_GUNFIGHTER,1000,,,,,3,,bonuscard_primary_gunfighter,1,,,,,,,,
472,2,150,bonuscard,kills,CHALLENGE_WILDCARDS_PRIMARY_GUNFIGHTER,1500,,,,,3,,bonuscard_primary_gunfighter,1,,,,,,,,
473,3,250,bonuscard,kills,CHALLENGE_WILDCARDS_PRIMARY_GUNFIGHTER,2500,,,,,3,,bonuscard_primary_gunfighter,1,,,,,,,,
474,4,500,bonuscard,kills,CHALLENGE_WILDCARDS_PRIMARY_GUNFIGHTER,5000,,,,,3,EM_BACK_CH_474_,bonuscard_primary_gunfighter,1,,wildcards,,,,,,
475,0,50,bonuscard,kills,CHALLENGE_WILDCARDS_SECONDARY_GUNFIGHTER,500,,,,,3,,bonuscard_secondary_gunfighter,1,,,,,,,,
476,1,100,bonuscard,kills,CHALLENGE_WILDCARDS_SECONDARY_GUNFIGHTER,1000,,,,,3,,bonuscard_secondary_gunfighter,1,,,,,,,,
477,2,150,bonuscard,kills,CHALLENGE_WILDCARDS_SECONDARY_GUNFIGHTER,1500,,,,,3,,bonuscard_secondary_gunfighter,1,,,,,,,,
478,3,250,bonuscard,kills,CHALLENGE_WILDCARDS_SECONDARY_GUNFIGHTER,2500,,,,,3,,bonuscard_secondary_gunfighter,1,,,,,,,,
479,4,500,bonuscard,kills,CHALLENGE_WILDCARDS_SECONDARY_GUNFIGHTER,5000,,,,,3,EM_BACK_CH_479_,bonuscard_secondary_gunfighter,1,,wildcards,,,,,,
480,0,50,bonuscard,kills,CHALLENGE_WILDCARDS_OVERKILL,500,,,,,3,,bonuscard_overkill,1,,,,,,,,
481,1,100,bonuscard,kills,CHALLENGE_WILDCARDS_OVERKILL,1000,,,,,3,,bonuscard_overkill,1,,,,,,,,
482,2,150,bonuscard,kills,CHALLENGE_WILDCARDS_OVERKILL,1500,,,,,3,,bonuscard_overkill,1,,,,,,,,
483,3,250,bonuscard,kills,CHALLENGE_WILDCARDS_OVERKILL,2500,,,,,3,,bonuscard_overkill,1,,,,,,,,
484,4,500,bonuscard,kills,CHALLENGE_WILDCARDS_OVERKILL,5000,,,,,3,EM_BACK_CH_484_,bonuscard_overkill,1,,wildcards,,,,,,
485,0,10,bonuscard,kills,CHALLENGE_WILDCARDS_DANGER_CLOSE,500,,,,,3,,bonuscard_danger_close,1,,,,,,,,
486,1,25,bonuscard,kills,CHALLENGE_WILDCARDS_DANGER_CLOSE,1000,,,,,3,,bonuscard_danger_close,1,,,,,,,,
487,2,50,bonuscard,kills,CHALLENGE_WILDCARDS_DANGER_CLOSE,1500,,,,,3,,bonuscard_danger_close,1,,,,,,,,
488,3,75,bonuscard,kills,CHALLENGE_WILDCARDS_DANGER_CLOSE,2500,,,,,3,,bonuscard_danger_close,1,,,,,,,,
489,4,100,bonuscard,kills,CHALLENGE_WILDCARDS_DANGER_CLOSE,5000,,,,,3,EM_BACK_CH_489_,bonuscard_danger_close,1,,wildcards,,,,,,
490,0,50,bonuscard,kills,CHALLENGE_WILDCARDS_TACTICIAN,500,,,,,3,,bonuscard_two_tacticals,1,,,,,,,,
491,1,100,bonuscard,kills,CHALLENGE_WILDCARDS_TACTICIAN,1000,,,,,3,,bonuscard_two_tacticals,1,,,,,,,,
492,2,150,bonuscard,kills,CHALLENGE_WILDCARDS_TACTICIAN,1500,,,,,3,,bonuscard_two_tacticals,1,,,,,,,,
493,3,250,bonuscard,kills,CHALLENGE_WILDCARDS_TACTICIAN,2500,,,,,3,,bonuscard_two_tacticals,1,,,,,,,,
494,4,500,bonuscard,kills,CHALLENGE_WILDCARDS_TACTICIAN,5000,,,,,3,EM_BACK_CH_494_,bonuscard_two_tacticals,1,,wildcards,,,,,,
495,0,50,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_1,500,,,,,3,,bonuscard_perk_1_greed,1,,,,,,,,
496,1,100,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_1,1000,,,,,3,,bonuscard_perk_1_greed,1,,,,,,,,
497,2,150,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_1,1500,,,,,3,,bonuscard_perk_1_greed,1,,,,,,,,
498,3,250,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_1,2500,,,,,3,,bonuscard_perk_1_greed,1,,,,,,,,
499,4,500,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_1,5000,,,,,3,EM_BACK_CH_499_,bonuscard_perk_1_greed,1,,wildcards,,,,,,
500,0,50,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,500,,,,,3,,bonuscard_perk_2_greed,1,,,,,,,,
501,1,100,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,1000,,,,,3,,bonuscard_perk_2_greed,1,,,,,,,,
502,2,150,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,1500,,,,,3,,bonuscard_perk_2_greed,1,,,,,,,,
503,3,250,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,2500,,,,,3,,bonuscard_perk_2_greed,1,,,,,,,,
504,4,500,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_2,5000,,,,,3,EM_BACK_CH_504_,bonuscard_perk_2_greed,1,,wildcards,,,,,,
505,0,50,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,500,,,,,3,,bonuscard_perk_3_greed,1,,,,,,,,
506,1,100,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,1000,,,,,3,,bonuscard_perk_3_greed,1,,,,,,,,
507,2,150,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,1500,,,,,3,,bonuscard_perk_3_greed,1,,,,,,,,
508,3,250,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,2500,,,,,3,,bonuscard_perk_3_greed,1,,,,,,,,
509,4,500,bonuscard,kills,CHALLENGE_WILDCARDS_PERK_3,5000,,,,,3,EM_BACK_CH_509_,bonuscard_perk_3_greed,1,,wildcards,,,,,,
